user_id,business_id,date,votes.cool,votes.funny,review_stars,votes.useful,text,user_name,user_review_count,categories,business_name,full_address,city,state,type,latitude,longitude,attributes.Good For.latenight,attributes.Alcohol,business_review_count,attributes.Price Range,user_average_stars,business_average_stars
dAXiQVbEOWf478NtSdGSjA,ZvvTPVqChi-mQd1JV6VM5w,2015-03-09,2.0,1.0,2.0,1.0,"So I just moved to town. I was told to go to Nutowne on Sunday. I want to say thank you Robert for making me feel welcome. What a crowd they had! John and Jeff on the patio made me feel so welcome. Went to get another beer and Robert told me he was off but the other bartenders would take care of me. I waited over 15 minutes to get a beer while one of the bartenders just stood there talking to someone! The only reason I got a beer was one of the other customers called Ron over. I was asked by Ron "" What do you want?""  I was taken aback by this! The customer that called Ron over said "" Oh that is just Ron""  I ordered a beer and was just handed my change. No thanks no nothing. Ron walked back to where he was standing to talk to the younger customers. That is fine if that is how you want to run a bar. My money is just as good as the next persons. A thank you would have been nice! I was told this bar is busy on sundays for beer bust. If this is how Ron treats the customers I don't think I will be back. From looking at the bar rags this town has alot of bars in it. I am sure there is a bar that will take my money and treat me like a customer and not like someone I would not trick with. I am not a troll or a twink. I just think that if I am spending my money a thanks would be nice! I was told this is the oldest gay bar in Phoenix. You would think they would be more welcoming of people than the way I was. I hope the Phoenix gay community and bars has more to offer than an attitude!, nan",Matt,1,"['Bars', 'Gay Bars', 'Nightlife']",Nu Towne Saloon,"5002 E Van Buren St
Phoenix, AZ 85008",Phoenix,AZ,business,33.451394,-111.9739754,,full_bar,16,1.0,2.0,4.375
jbs4jG6uKjFKxHIkxRiYvw,ZvvTPVqChi-mQd1JV6VM5w,2014-12-12,1.0,0.0,5.0,1.0,"Wow why had I never been here before ! The oldest Gay Bar in Phoenix ! Very cool and friendly place . They have unbelievable Christmas decorations you must see this place !, nan",Roxie,1,"['Bars', 'Gay Bars', 'Nightlife']",Nu Towne Saloon,"5002 E Van Buren St
Phoenix, AZ 85008",Phoenix,AZ,business,33.451394,-111.9739754,,full_bar,16,1.0,5.0,4.375
nbofxFWHORebBHh10OgYLA,ZvvTPVqChi-mQd1JV6VM5w,2013-02-26,2.0,2.0,5.0,2.0,"I love you, NuTowne! The dirt lot. The endless array of amazing kitsch on the walls. The hella cool patio, some amazing legit metal sculpture. the mannequins. The Sunday beer bust, which is probably one of the most vibrant regular day drinking events in the region. The hugs from Daddy Ron.  The theme parties, including a luau and superhero party! The occasional blackout parties too! THIS is the coolest and most interesting gay bar in Phoenix. It's genuine, wacky, always fun. The location is perfect for me, as I'm in the East Valley.. I wish more people would migrate over from Central Phoenix more often to appreciate the awesome that is NuTowne!, nan",Christopher,181,"['Bars', 'Gay Bars', 'Nightlife']",Nu Towne Saloon,"5002 E Van Buren St
Phoenix, AZ 85008",Phoenix,AZ,business,33.451394,-111.9739754,,full_bar,16,1.0,3.91823899371,4.375
nc3cqVN0UuB3m50-CcMftw,ZvvTPVqChi-mQd1JV6VM5w,2008-11-23,7.0,5.0,4.0,10.0,"My first apartment in Phx was at Van Buren and 52nd streets. I'd come from a village of 500+ people and was in awe of city living. There I was, in the fifth largest city in the US, living on the same street made notorious by hookers and drug deals. Oddly enough, it was on the corner that I met my BFF, at the bus stop. But there's quite a bit more to that corner--Nu Towne Saloon. 

Back in the early 2000s, Daddy Ron ran the place and it was a den of devilish sins. Cheap beer in a smoke-filled environment called out to the horny, the lonely and the drunks. You could bet that I'd be there every Sunday for their beer busts and a few night during the week. I used to hop the fence in the parking lot to my apartment when I was too drunk to walk all the way around. And if I happened to rub up against you inappropriately back in the day, I'm blaming the dim lighting.

But now, I live in CenPho and rarely venture to my old stomping grounds. However, my BFF and I went to the swap meet at the greyhound track yesterday and I thought it would be therapeutic to drive by our old places and appreciate how our lives have turned out. This trip down memory lane included a visit to Nu Towne. A lot has changed in the past few years. That dirt overflow parking lot to the west of the bar is apartments now, and there's a street that runs along side of that. Daddy Ron is now at the Eagle (cum Retro Bar). Gone is that dark cavernous bar with the beer-sticky floors. Today, Nu Towne has undergone a metamorphosis into a swanky saloon. Natural light brightens the bar through two new windows. And existing window openings have been reclaimed. The restrooms are also bright and clean. The color scheme is decidedly more serene, the truck is gone, two new pool tables replaced to former ones with mystery stains of unknown origins and are spaced on either end of the bar, and flat-panel TVs add another layer of freshness. Although I'm not one to get excited about such things, they even have Wii events. 

So, Nu Towne has transformed from that ""It'll be our little secret"" bar to a ""Yeah, and I don't even cringe when I see my dad here"" bar. Go. Check it out. If you were here before return to see how much it's changed. If you've never been, give it a go. Don't be concerned if the parking lot isn't full--the neighbors at the apartments walk over there and can be found both inside and out of the patio., nan",Bacon,401,"['Bars', 'Gay Bars', 'Nightlife']",Nu Towne Saloon,"5002 E Van Buren St
Phoenix, AZ 85008",Phoenix,AZ,business,33.451394,-111.9739754,,full_bar,16,1.0,4.0,4.375
sN0-ZKVRpw_CF0NHGEC3yw,ZvvTPVqChi-mQd1JV6VM5w,2013-12-26,2.0,2.0,5.0,6.0,"What a refreshing alternative to Charlie's. So tired of Charlie's ""Drag Extravaganza"" which seems like a common event (wasn't it once a macho Country Western bar?--see my review of Charlie's). 

Nu Towne is simple bar with a feeling of a warm inviting ""Cheers"" type place. I mean where on God's green earth does a macho bartender introduce himself when you approach the bar to buy a beer?!!

The decor, although dated, is wonderfully nostalgic. The music, one of the best parts, is both old-school (who plays The Beach Boys?!), and new catchy songs. The clientele is a mix of young-ish, middle age, and mature--all friendly, no-attitude, and inviting. Met the nicest duo (friends/biz partners). I can't remember the last time strangers invited me for a drink and were so down-to-earth. 

Suggestions: close the damn doors. I ""get"" the inviting look of open doors at places of biz, but it was too cold unless one sat in the middle of the place. I don't get why all bars do this. 

Otherwise, I'm a huge fan. Goodbye Charlie's; those of us who loathe drag shows will ""walk on by"" (I'd bet Nu Towne places Dion Warwick every now and then)., nan",Bill,116,"['Bars', 'Gay Bars', 'Nightlife']",Nu Towne Saloon,"5002 E Van Buren St
Phoenix, AZ 85008",Phoenix,AZ,business,33.451394,-111.9739754,,full_bar,16,1.0,3.66666666667,4.375
y6TszIl9rQiO9vWUUJJJZQ,ZvvTPVqChi-mQd1JV6VM5w,2013-04-12,3.0,1.0,5.0,0.0,"Truely one of Americas greatest gay bars!!! Yes it's a bar not a night club. People of all shapes, size, age, and personalities. if you are cool you are welcome.

It's a bar so expect to find drinkers, some of them never go home, some go every day, some once a week and some like me that have been enjoying this place for 25 years!
Nutown has always been that friendly place to grab an Ice Cold Beer on the Cheap, It's always been the closest bar to ASU Main, It has always been that place with the best holiday decorations, and yes it's a great place to cruise.

What is NEW at Nu Towne is a bright new refreshed interior, uniform clad ultra freindly bartenders, and a renewed sence of community pride.

It's busy on the weekends especially Sunday afternoons, so if you go on off hours bring your own party or expect to be welcomed into conversation with the regulars and bartenders, shoot some pool, or you might just get cruised

Hungry? It's next to Honey Bears BBQ, The bartenders will fix you a corn dog, and on Sundays enjoy excellent grub on the patio. Great food & prepared to order, things like grilled chicken, steaks, burgers and chili. The procedes from The food goes to local charities and groups.

If you havnt been ever or in awhile then dont wait!!! drop in and check out whats OLD and whats New at The New Nu towne Saloon.

JV, nan",Jim,69,"['Bars', 'Gay Bars', 'Nightlife']",Nu Towne Saloon,"5002 E Van Buren St
Phoenix, AZ 85008",Phoenix,AZ,business,33.451394,-111.9739754,,full_bar,16,1.0,3.83050847458,4.375
--0HEXd4W6bJI8k7E0RxTA,bcBMAa0UQpNLFvvdZ4dxtQ,2013-07-13,1.0,0.0,5.0,0.0,"When in Phoenix, this is a place that I love to go.  Friendly bartenders, friendly people, nice atmosphere., nan",JL,34,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,5.0,3.64179104478
C8ZTiwa7qWoPSMIivTeSfw,bcBMAa0UQpNLFvvdZ4dxtQ,2008-04-30,13.0,21.0,3.0,8.0,"Wednesday nights fellas. And gals. And pals of fellas and gals. That's really the only night to go. If you want a sea of Ambercrombie & Fitched, ASU, faux-hawked boy toys. Wednesday night is jamming. More underage boys than a pool party at David Geffen's house. Other nights. Not so much. And those were the nights I found myself having a drink with friends after work. And it was cool. The owners are really stand up guys. Karaokee nights were prime, full of prima donnas with plenty of jokers like me to lighten the mood. BS always has great 2-4-1 nights, so look for them. But, hey, a gay bar in oldtown Scottsdale, still standing after all these years is pretty damn cool. A great way to diffuse the testosterone and silicone driven crowd that inhabits the other pubs and eateries. BS? What's it stand for? Hmm...must be Boys Shopping. Cheers!, nan",Thomas,536,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,3.616,3.64179104478
-OMlS6yWkYjVldNhC31wYg,bcBMAa0UQpNLFvvdZ4dxtQ,2010-11-12,2.0,2.0,5.0,2.0,"I don't think I have ever had a bad experience at BS West and if I did I can't remember it ;)  The best days are Wednesday and Saturday where the drinks are 2 4 1.  And these aren't weak drinks either.  There are 5 main places to go in the club.  First, the patio by the entrance.  This area is usually populated by smokers and others trying to enjoy the cool AZ weather and presumably keep tabs on who is coming in and out of the place.  Second, the area around the main downstairs bar.  You got some go-go boys and their admirers.  A lot of lurkers or non-dancers in this crowd.  Third, the outdoor patio.  More smokers here and usually this crowd is a bit less attractive.  Not sure why that is though.  Fourth, the dance floor.  Watch out for the creepy old guy who comes here and Amsterdam to dance his ancient heart out.  The music is pounding and almost always very good.  Fifth, the upstairs.  There's a VIP room up here, but is usually never used for that purpose.  The cheap stiff drinks, the variety of locations, and the quality men and music make BS West one of the best Phoenix has to offer., nan",Jeremy,659,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,4.07594936709,3.64179104478
0OAMlFMI85pM4-S8252U8w,bcBMAa0UQpNLFvvdZ4dxtQ,2015-01-07,0.0,0.0,4.0,1.0,"Great gay bar! Just beware that if you pay with card you will get charged $2 more than if you pay with cash$$$, nan",Marcel,18,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,4.47368421053,3.64179104478
100Df1wcVrl9rJgB7EG6xw,bcBMAa0UQpNLFvvdZ4dxtQ,2011-05-14,1.0,0.0,4.0,1.0,"Good Ol' BS West!!! Mike Fornelli and staff know how to throw a great party everytime I am there!, nan",Daniel,220,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,3.54135338346,3.64179104478
2BBUFNpAlJuZXN7uEbwZJw,bcBMAa0UQpNLFvvdZ4dxtQ,2015-08-24,0.0,0.0,4.0,0.0,"Although I was there in August with the temp 117 degrees and this place was pretty empty, the folks were awesomely friendly and the drinks were good.  Love the 2-4-1 drink specials....when you order a drink you get what looks like a poker chip good for a free drink, which expires in a year.  Some of the regulars told me that they had collections of these spanning many years.  They had go-go boys which were pretty lackluster, but I was there offseason and the place was dead.  I will go here again if I'm ever again in Scottsdale!, nan",Sea,37,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,4.5,3.64179104478
2rU2IID7-meC_LWTm38HIg,bcBMAa0UQpNLFvvdZ4dxtQ,2010-10-25,0.0,0.0,5.0,0.0,"Best gay  bar in phoenix!! (well scottsdale), good music, cheap drinks best drag show on friday nights called Elements see you there!, nan",frankie,2,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,5.0,3.64179104478
4_YfcfHkCem1onJFkItxjA,bcBMAa0UQpNLFvvdZ4dxtQ,2007-05-14,1.0,2.0,3.0,2.0,"Abercrombie, Hollister, AE, oh my!

That about sums up the crowd at BS West - at least on 2-4-1 (yep, two for one drinks all night!) Wednesdays - their busiest night.  I'm not a big fan of this place as the crowd is pretty young and obnoxious -- drawing in my least favorite crowds:  gay ASU guys and the Scottsdale/East Valley gays.

Weekends are a bit more subdued, and might be a better time to check BS out, and on Thursdays and Sunday they do some karaoke.  Gays and karaoke?  Who would have thought.

It can be a very fun time if you go with your friends.  There's a nice loungey room upstairs with couches and a pool table (which I'm sure is fun on other days when it's not so crowded).  The music is dance/top 40 with accompanying MTV videos on the big screens.  It gets very busy, and with the north patio doors flung open, it can get downright STEAMY (and not in a good way) in there.

Since the renovation about a year ago they enlarged the dance floor, the unisex bathrooms are larger and much nicer and they added a south patio.  But it's still packed as ever as this is the only gay bar in Scottsdale, the closest gay bar to ASU and the closest one to Mesa.

Second to Amsterdam I would consider this the most straight-friendly gay bar (aren't they all?) with several straight girls in the house each week., nan",Stevey,555,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,3.65032679739,3.64179104478
6OWHDbEq23f24Vki_veHBA,bcBMAa0UQpNLFvvdZ4dxtQ,2010-05-27,0.0,0.0,4.0,0.0,"I just walked in the door from BS West, and I thought I had reviewed it, but I hadn't, so here it is. 

I love BS West. Granted, it's my second gay club experience (second to Forbidden, which is kind of like a joke now), but I have always have a great time. I've only frequented on Wed., Thurs., and Sat., which are pretty popular nights, especially with the 2for1 drinks. Like others have mentioned, the drinks are strong and the bartenders are really nice. I usually copy what my friends get to drink since I'm not yet an avid alcoholic, so when I asked one of the bartenders upstairs what he recommended, he steered me in the right direction to Tokyo Teas which I absolutely adore. 

The DJ on Thurs. is typically this ""older"" gent who plays weird remixes, but tonight the DJ was younger and pretty crackin'. 

I honestly really just enjoy seeing people of all types, straight/bi/gay, black/white, ""insert more MJ lyrics here"", out having a good time. It gets hot as hell inside and a little crowded on the dance floor, but BSW rox my sox, nan",Candace,542,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,3.6657223796,3.64179104478
8XA7D9BwnL-Xxw_yLwL8hQ,bcBMAa0UQpNLFvvdZ4dxtQ,2010-09-09,1.0,1.0,4.0,2.0,"Yes, I am the duke of BS west (at the time of writing).
No, I do not currently live in Scottsdale (or Arizona for that matter).
Yes, I think this place is a solid 4-stars!

Let me explain what's amazing about this place in reference to the bars in San Francisco: 

1. 2 for 1 drinks Wednesday and Saturdays ALL NIGHT. Yea, shut the loose hole! This is an amazing deal! Our happy hour specials are 2-4-1 until 8 or 9, if we're lucky! 

2. You know all the boys will either be here or only 2 other places on any given night. I actually think it sucks wet pussy to have to navigate 10-20 bars just to find fresh meat. (not that I ever do... but it's the principle of the thing).

3. Service is actually amazing! Drinks come to you! The bar tenders make 'em strong (especially the gal towards the smoking patio). 

4. 2 smoking patios?! NOICE. Many bars in SF require you to go outside!.. it just becomes a pain.

5. They accept card. In the event you didn't know this, many places in SF don't.... 

You may be a local and hate this place for what it is, but for someone who spends extended amount of time in the area every so often, I find it a great place to be near fagily (fag family)., nan",Andrew,302,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,3.89285714286,3.64179104478
9x0hmLvjyL1CG8xsP9fcjA,bcBMAa0UQpNLFvvdZ4dxtQ,2015-01-12,1.0,4.0,1.0,4.0,"Not worth the hype! Always a cover, Mediocre typical gay diva tunes.  2-4-1s are nice, but many other bars have nights where they offer the same.. You come to Scottsdale expecting an upscale experience and they fall very short of ""upscale""! Rude staff, not all, but most of them. Suggested to a friend to have a birthday there recently. They were charging $150 to $200 for a VIP area without bottle service and not once did a cocktail server come in to check on us. They also wanted to charge an outrageous extra amount for a dancer to come in and entertain over 30 paying customers. Nothing special about it anymore and desperately needs a remodel.., nan",Ed,10,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,4.5,3.64179104478
A99dyhEqcd_yXKPfBWeZHA,bcBMAa0UQpNLFvvdZ4dxtQ,2012-02-07,0.0,0.0,4.0,1.0,"I gotta tell you - for a bachelorette party, this is THE place to go.  My bf's bachelorette party was held here after dinner and, at first, I was a little bit worried I'd experience the same crap as Axis/Radius for my last friend's bachelorette party (I was hard of hearing for the next full day and the crowd was so lame, I just wanted to sit on the side and count how many girls looked like 'ladies of the night') but to my pleasant surprise, this place totally impressed me!  Here is why:

Disclaimer: I am a happily married straight gal, LOVE to dance techno
1- the crowd was 80% gay men, which was perfect since it meant I wasn't going to get dumb guys trying to hit on me (hello! don't you see my shiny ring AND the fact that I'm NOT dressed like a 'lady of the night' trying to get your attention) or trying to literally pull me away from my friends to dance (freak) with them.

2- the gals that were there were gay/tran/etc and not the prostitute-looking, dumb 'barely dressed' broads (as typical of lots of Scottsdale clubs) you have to deal with that take up room on the dance floor and aren't even dancing (they're just standing there trying to look hot).

3- the bartender dudes were awesome - friendly, generous with the many shots we bought and I NEVER had to 'wait' for the bartender or try to get his attention - they were very attentive and actually friendly!  ALSO, their drinks were strong! not watered down.

4- the atmosphere is fun - the place is a bit dark and dive-y looking inside (and out), but once you get the music going and the crowd thickens up, it is fun!  Also, a major thing to me - the music was perfectly amplified such that my ears were not ringing even though I was on the dance floor all night.  Also the club patrons were not like the A/R patrons.. friendlier, fun to dance with, cuter boys!  Also, since it was a bachelorette party, a lot of the gay men there were kind enough to buy the bride plenty of drinks and even take her out for plenty of dancing.

5- the owner came by and offered our bride-to-be an oh-so-sexy dance with 2 of the better looking go-go dancer dudes (I thought that was cool of the owner to set up).

I don't even club but I'd say that if I am ever invited to go clubbing again in Scottsdale, I am all for visiting this gay club! 

The only down sides: 
The bathroom line was rediculously long.. outdoor 'patio' is kinda slummy., nan",April,442,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,3.74708171206,3.64179104478
Aaafbip-U2aeTXbvinBLiA,bcBMAa0UQpNLFvvdZ4dxtQ,2011-05-12,0.0,0.0,3.0,0.0,"Friday, a guy at Amsterdam suggested to my co worker who was visiting to go to BS West on Saturday night and that it was the place to be.  We got lost in Old Town and had to ask where the heck this place was!  It's in the same area of Dos Gringos and Acme, actually it's kinda right behind Acme.

Acme had about a handful of people (it was already 11!), however, you could hear people talking and laughing and there we found the crowds of people in this hidden building, drinking and dancing.

$3 cover.  We had to wait about 20 minutes to get a drink.  Floor was sticky.  They did have go go boy dancers,and for me, I am totally happy with!  

I think everyone was there because it was 2-4-1...when we were getting ready to leave..I ran into my best friend's brother who is straight as can be there with his friends (male and female), just drinking away..so definitely if you want cheap drinks in Scottsdale, I would advise to go early., nan",Michele,178,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,3.48251748252,3.64179104478
BgY9LwHmY8BO_lPI3pNRFQ,bcBMAa0UQpNLFvvdZ4dxtQ,2012-04-16,0.0,0.0,4.0,0.0,"I really like this place. It's always a fun time when we go out here. Since I first went there way back when, it was tiny and cramped, but since then, they're redone their layout, such as their bathroom and dance floor area. Also, they're extended their patio areas which is fantastic. Love the fact that they have yummy 2-4-1 drinks with the use of their poker chips. I have a few saved so when I need a night out and can't afford it, I use my chips! :) I love the music; they have a DJ and they play music videos that are always fun to dance to and watch as well as the cute go-go dancers lol., nan",Danielle,122,"['Bars', 'Gay Bars', 'Nightlife']",BS West,"7125 E 5th Ave
Scottsdale, AZ 85250",Scottsdale,AZ,business,33.497828,-111.927267,,full_bar,75,1.0,3.61111111111,3.64179104478
